1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
10	1	1
9	3	1
12	3	1
13	3	1
14	3	1
15	3	1
16	3	1
17	3	1
18	3	1
11	1	1
20	1	1
21	1	1
22	1	1
23	1	1
24	1	1
25	1	1
26	1	1
27	1	1
28	1	1
8	2	1
30	2	1
19	3	1
32	3	1
33	3	1
34	3	1
35	3	1
36	3	1
29	1	1
38	1	1
39	1	1
40	1	1
41	1	1
42	1	1
43	1	1
44	1	1
45	1	1
46	1	1
47	1	1
48	1	1
49	1	1
50	1	1
51	1	1
52	1	1
53	1	1
37	3	1
55	3	1
56	3	1
57	3	1
58	3	1
59	3	1
60	3	1
54	1	1
62	1	1
63	1	1
64	1	1
65	1	1
66	1	1
67	1	1
68	1	1
69	1	1
70	1	1
71	1	1
31	2	1
73	2	1
74	2	1
61	3	1
76	3	1
77	3	1
78	3	1
79	3	1
80	3	1
81	3	1
82	3	1
83	3	1
72	1	1
85	1	1
75	2	1
87	2	1
88	2	1
84	3	1
86	1	1
