1	1	1
2	1	1
3	1	3
4	1	3
5	1	3
6	1	3
7	1	3
8	2	3
9	2	3
10	2	3
12	2	3
13	2	3
15	2	2
16	2	2
17	2	1
18	2	1
19	2	1
20	2	1
21	2	1
22	2	1
14	3	1
24	3	3
11	1	2
26	1	1
27	1	1
28	1	1
29	1	1
30	1	1
31	1	1
32	1	1
33	1	1
34	1	1
35	1	1
36	1	1
37	1	1
38	1	1
39	1	1
40	1	1
41	1	1
42	1	1
23	2	1
44	2	2
25	3	3
46	3	3
47	3	2
48	3	1
49	3	3
50	3	2
51	3	1
52	3	3
53	3	2
43	1	2
55	1	2
56	1	2
57	1	2
54	3	2
59	3	1
58	1	3
61	1	2
60	3	1
63	3	1
64	3	1
65	3	3
66	3	2
67	3	1
68	3	1
69	3	1
62	1	1
71	1	1
70	3	1
73	3	1
74	3	1
75	3	1
76	3	3
77	3	2
78	3	1
79	3	1
80	3	1
81	3	1
82	3	1
83	3	1
84	3	1
85	3	1
72	1	1
87	1	3
88	1	2
89	1	2
90	1	2
91	1	2
92	1	2
93	1	1
94	1	3
95	1	2
96	1	2
86	3	1
98	3	1
99	3	1
100	3	1
101	3	1
102	3	1
103	3	1
104	3	2
105	3	3
106	3	3
107	3	2
108	3	1
109	3	1
110	3	3
111	3	1
112	3	1
113	3	2
97	1	3
115	1	3
116	1	2
117	1	1
118	1	1
119	1	2
120	1	1
114	3	2
122	3	1
45	2	2
124	2	1
125	2	2
126	2	3
127	2	3
128	2	3
129	2	1
130	2	1
131	2	2
132	2	2
133	2	2
134	2	2
123	3	2
136	3	1
137	3	2
138	3	1
139	3	1
140	3	2
141	3	2
142	3	2
143	3	2
144	3	2
145	3	2
146	3	1
147	3	2
121	1	2
149	1	1
150	1	1
151	1	1
152	1	1
153	1	1
154	1	1
155	1	2
156	1	1
157	1	1
158	1	2
159	1	2
160	1	2
161	1	2
162	1	2
163	1	2
164	1	1
165	1	2
135	2	2
167	2	1
168	2	1
169	2	1
170	2	1
171	2	1
172	2	1
173	2	1
174	2	1
175	2	1
176	2	2
177	2	2
178	2	2
179	2	2
180	2	1
181	2	2
182	2	1
183	2	2
184	2	2
185	2	1
186	2	1
187	2	1
188	2	1
189	2	1
190	2	1
191	2	1
192	2	1
193	2	1
194	2	2
195	2	2
196	2	2
197	2	2
198	2	2
199	2	2
200	2	1
201	2	2
202	2	3
203	2	3
204	2	3
205	2	3
206	2	1
207	2	2
148	3	2
166	1	1
