1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	1	1
15	1	1
16	1	1
17	1	1
18	1	1
19	1	1
20	1	1
21	1	1
22	1	1
23	1	1
24	1	1
25	1	1
26	1	1
27	1	1
13	3	1
29	3	1
30	3	1
31	3	1
32	3	1
12	2	2
34	2	2
35	2	2
36	2	2
37	2	2
38	2	2
39	2	2
40	2	2
28	1	2
14	4	1
43	4	1
44	4	1
45	4	1
46	4	1
47	4	1
48	4	1
49	4	1
50	4	1
51	4	1
33	3	1
53	3	1
54	3	1
55	3	1
56	3	1
57	3	1
41	2	1
59	2	1
60	2	1
61	2	1
58	3	3
63	3	3
64	3	3
65	3	3
66	3	3
67	3	3
68	3	3
69	3	3
70	3	3
71	3	1
72	3	2
73	3	2
74	3	2
75	3	2
76	3	2
77	3	2
78	3	2
42	1	2
80	1	2
81	1	2
82	1	3
79	3	3
84	3	3
85	3	3
86	3	3
87	3	3
88	3	3
52	4	3
90	4	3
91	4	3
92	4	3
89	3	3
83	1	3
62	2	3
96	2	3
97	2	3
94	3	3
99	3	3
100	3	3
95	1	2
102	1	2
103	1	2
104	1	2
105	1	2
106	1	2
107	1	1
108	1	3
109	1	3
110	1	3
111	1	3
112	1	3
101	3	3
114	3	3
115	3	3
116	3	3
117	3	3
118	3	3
119	3	3
120	3	3
121	3	3
122	3	3
123	3	3
124	3	3
125	3	3
126	3	3
127	3	3
128	3	3
93	4	3
130	4	3
131	4	3
132	4	3
133	4	3
134	4	3
135	4	3
136	4	2
137	4	2
138	4	2
139	4	2
98	2	2
141	2	1
142	2	1
143	2	1
144	2	1
145	2	1
146	2	1
147	2	1
148	2	1
149	2	1
150	2	1
151	2	1
152	2	1
153	2	1
154	2	1
155	2	1
156	2	1
157	2	1
158	2	1
159	2	3
160	2	3
129	3	3
162	3	3
163	3	3
164	3	2
165	3	2
166	3	2
167	3	2
168	3	2
169	3	2
170	3	2
171	3	1
172	3	1
173	3	1
174	3	1
175	3	1
176	3	1
177	3	1
178	3	1
179	3	1
180	3	1
181	3	1
182	3	1
183	3	1
113	1	1
185	1	1
186	1	1
187	1	1
161	2	3
189	2	3
190	2	3
191	2	3
192	2	3
193	2	2
194	2	2
195	2	2
196	2	2
197	2	2
198	2	2
199	2	2
200	2	2
201	2	2
202	2	2
203	2	2
188	1	2
205	1	2
206	1	2
207	1	2
208	1	2
209	1	2
210	1	2
211	1	2
212	1	1
213	1	1
214	1	1
215	1	1
184	3	1
217	3	1
218	3	1
219	3	1
220	3	1
221	3	1
222	3	1
223	3	1
224	3	1
225	3	1
226	3	1
227	3	1
140	4	1
229	4	1
230	4	1
231	4	1
232	4	1
233	4	1
234	4	1
235	4	1
236	4	1
228	3	1
204	2	1
216	1	1
