1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	2
7	1	1
8	1	1
9	1	1
10	2	1
13	2	2
14	2	2
15	2	2
16	2	2
11	3	2
12	1	2
19	1	2
20	1	2
21	1	2
17	2	1
23	2	1
24	2	1
25	2	2
26	2	1
27	2	2
28	2	2
29	2	1
18	3	2
31	3	2
32	3	2
33	3	1
34	3	2
35	3	1
36	3	2
37	3	2
38	3	1
39	3	1
40	3	1
41	3	2
42	3	1
43	3	2
44	3	1
45	3	2
46	3	1
47	3	1
48	3	2
49	3	1
50	3	2
51	3	1
52	3	2
53	3	1
22	1	2
55	1	2
56	1	2
57	1	1
58	1	2
59	1	1
60	1	2
61	1	1
62	1	2
63	1	2
64	1	2
65	1	2
66	1	2
67	1	2
68	1	2
69	1	2
70	1	1
71	1	1
72	1	1
73	1	1
74	1	1
75	1	1
30	2	1
77	2	1
78	2	2
79	2	2
80	2	2
81	2	2
82	2	2
83	2	1
84	2	1
85	2	2
86	2	1
87	2	1
88	2	1
89	2	1
76	1	1
91	1	1
92	1	1
93	1	1
94	1	1
95	1	2
90	2	2
97	2	2
98	2	2
99	2	2
100	2	2
96	1	2
54	3	2
