1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
13	1	1
14	1	1
15	1	1
16	1	1
17	1	1
18	1	1
19	1	1
20	1	1
21	1	1
22	1	1
23	1	1
24	1	1
25	1	1
26	1	1
27	1	1
28	1	1
29	1	1
30	1	1
11	2	1
32	2	1
33	2	1
34	2	1
35	2	1
36	2	1
37	2	1
38	2	1
39	2	1
40	2	1
41	2	1
12	3	1
43	3	1
44	3	1
45	3	1
46	3	1
47	3	1
48	3	1
49	3	1
50	3	1
51	3	1
52	3	1
42	2	1
54	2	1
55	2	1
56	2	1
57	2	1
58	2	1
59	2	1
60	2	1
61	2	1
62	2	1
63	2	1
31	1	1
65	1	1
66	1	1
67	1	1
68	1	1
53	3	1
70	3	1
71	3	1
72	3	1
73	3	1
74	3	1
75	3	1
76	3	1
77	3	1
78	3	1
79	3	1
80	3	1
81	3	1
82	3	1
83	3	1
84	3	1
85	3	1
86	3	1
87	3	1
88	3	1
89	3	1
90	3	1
91	3	1
92	3	1
93	3	1
94	3	1
95	3	1
96	3	1
97	3	1
98	3	1
99	3	1
64	2	1
100	3	1
69	1	1
